,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
3643,Game Stability,"This is what we've been asking for years since Shogun:TW and it's worth waiting for. You know what else we've been asking for years? Medieval 3. And TW: LotR, Starwars, WH40K would be absolutely fricking awesome.",0.687699974,"['year', 'year', 'lotr', 'starwar']",4,"['lotr', 'year', 'starwar']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
837,Series Authenticity,HIGHLY RECOMMEND TRYING OUT THIS GAME. BEST TOTAL WAR GAME TO DATE,0.77759999,"['highly_recommend', 'best_total_war_date']",2,"['best_total_war_date', 'highly_recommend']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1993,Series Authenticity,"A really cool game that has me hooked, I haven't played a game this much in a long time. The settings is crazy interesting, the campaign is deep and my favourite part of the game. The battles are engaging and on Romance mode are incredibly fun. There are only a few things that I would fix, such as vassalization and the southern part of the map, but besides those small problems I have found no issues with this game. Can't wait for the workshop to drop!",0.578700006,"['long_time', 'setting', 'campaign', 'battle', 'romance_mode', 'vassalization', 'map', 'problem', 'issue', 'workshop', 'drop']",11,"['long_time', 'battle', 'drop', 'workshop', 'romance_mode', 'issue', 'campaign', 'map', 'setting', 'problem', 'vassalization']",11,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2978,Game Stability,Most of crashes can be avoided now. Great game.,0.559499979,['crash'],1,['crash'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
1842,Series Authenticity,"Paying for blood again, Irony.
however as much as i love these games, seems a bit of a nickel and dime shift, and even if you don't want it, they download it on your hard drive regardless...",0.484699994,"['blood', 'irony', 'love', 'nickel', 'dime', 'shift', 'download', 'drive']",8,"['blood', 'download', 'drive', 'shift', 'irony', 'dime', 'love', 'nickel']",8,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3073,Tactical Gameplay,"Really enjoying the game so far! Battles are incredible. Visuals are fantasticly stunning, but banners can get overbearing. Generals in realism cant duel, why.  regardless, loving it",0.613099992,"['enjoying_far', 'battle', 'visual', 'banner', 'general', 'realism', 'duel']",7,"['battle', 'duel', 'banner', 'enjoying_far', 'realism', 'visual', 'general']",7,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1451,Series Authenticity,"A bit different from previous three kingdoms games, but fun in its own right. Aside from the lack of being able to create and play custom officers I found it quite nice with a pleasing balance between the extreme micro management of previous entries and the increased need for battle strategy of the total war series. Worth a look if you are a fan of either series as they blend together quite well.",0.733200014,"['three_kingdoms', 'lack', 'play', 'custom', 'officer', 'balance', 'management', 'entry', 'need', 'battle', 'strategy', 'total_war_series', 'look', 'fan', 'series', 'blend']",16,"['total_war_series', 'management', 'battle', 'custom', 'look', 'entry', 'strategy', 'lack', 'series', 'three_kingdoms', 'play', 'officer', 'balance', 'need', 'fan', 'blend']",16,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1980,Series Authenticity,Oh my fucking god its so awesome!!! I mean the game in the Trailer haha. But anyway it is a good game indeed!!!!!,0.777499974,"['trailer', 'haha']",2,"['trailer', 'haha']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
117,Game Stability,"5 hours in, it's a total war game in pretty standard execution, but I dig it.",0.550499976,"['hour', 'execution', 'dig']",3,"['execution', 'hour', 'dig']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
2608,Characters,"I'm glad to see massive three kingdoms scenes,
I wish can release more DLC in the future,
provide more country, army and legendary general.",0.369199991,"['three_kingdoms', 'scene', 'release', 'provide', 'country', 'army', 'general']",7,"['country', 'army', 'scene', 'three_kingdoms', 'release', 'provide', 'general']",7,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
368,Series Authenticity,"An absolute masterpeice of a game, beautiful in every way. I would highly recomend it to anyone with a familiarity of TW and an interest in a diverse, yet rarely mentioned, area of history.",0.8653,"['masterpeice', 'way', 'familiarity', 'tw', 'area', 'history']",6,"['area', 'tw', 'way', 'masterpeice', 'familiarity', 'history']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1898,Series Authenticity,Best Diplomacy in any Total War by far... even if the battles aren't quite as up there.,0.775900006,"['diplomacy', 'battle']",2,"['diplomacy', 'battle']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2697,Series Authenticity,"The translation for Cao Cao's poem is awesome! Good job, keep going.",0.444299996,"['translation', 'cao_caos', 'poem', 'job']",4,"['job', 'poem', 'cao_caos', 'translation']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2694,Strategic Gameplay,"It's not that often I make reviews, but for Three kingdoms i've gotta make an exception. 

CA have really outdone themselves with this game, from launch it's ran smoothly for me with no problems at all, playing on max settings I never seem to dip below 70 FPS, even during intense battles. The A.I (for the most part) seems decent, although they do appear to be able to spawn multiple armies out of nowhere even when they've had their economy badly damaged. I've not encountered a single bug in nearly 30 hours of game-play which for a total war game on launch is extremely impressive, although I have heard of some bugs from others (and some which have been patched as of this review). The game can sometimes be overwhelming towards the end with the amount of enemies you have to fight at once, but I thought the challenge really added to the game more than it took away. 
I seriously recommend this game to total war fans, and newer players alike since it's really easy to get in to, but with enough new material for older fans to enjoy. 

TLDR: While scores don't necessarily matter, i'd give three kingdoms a solid 8/10 and would highly encourage you to try it for yourself. 
",0.561800003,"['review', 'three_kingdoms', 'exception', 'launch', 'problem', 'max', 'setting', 'fps', 'battle', 'spawn', 'army', 'economy', 'bug', '30_hours', 'gameplay', 'launch', 'bug', 'review', 'end', 'enemy', 'challenge', 'fan', 'player', 'material', 'fan', 'tldr', 'score', 'three_kingdoms', 'encourage', 'try']",30,"['fps', 'gameplay', 'economy', 'challenge', 'battle', 'max', 'spawn', 'launch', 'exception', 'material', 'three_kingdoms', 'problem', '30_hours', 'encourage', 'player', 'fan', 'try', 'enemy', 'end', 'setting', 'review', 'bug', 'tldr', 'score', 'army']",25,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
548,Series Authenticity,one of the most interesting total war games ever!!!,0.666199982,['total_war_games'],1,['total_war_games'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2253,Series Authenticity,"Amazing game, diplomacy is finally  done some justice. Just a little underwhelming after something as grand in scale and unique as Total War: Warhammer 1 and 2",0.865199983,"['diplomacy_finally', 'justice', 'scale', 'warhammer']",4,"['warhammer', 'justice', 'scale', 'diplomacy_finally']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2183,Characters,"i only play shogun 1 and 2 before 3Kingdoms. this is very good title with some needs on improvement.

the friendship / loyalty system needs BIG fix ASAP. theres some characters should always be in their faction/clan.

like XiaHou brothers will never be fired by caocao.  no financial problem will separate them LOL",0.480500013,"['shogun', 'title', 'improvement', 'friendship', 'loyalty', 'fix', 'character', 'xiahou', 'brother', 'caocao', 'problem', 'lol']",12,"['brother', 'friendship', 'caocao', 'title', 'xiahou', 'lol', 'shogun', 'character', 'problem', 'fix', 'loyalty', 'improvement']",12,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
3380,Series Authenticity,"Absolutely brilliant. 

Almost everything I could have hoped for (but I am sure that will come with more DLC).

If you like Total War and/OR the Three Kingdoms history or Romance (you can choose to play the Romance) - buy this.",0.903999984,"['andor', 'three_kingdoms', 'history', 'romance', 'play', 'romance', 'buy']",7,"['andor', 'buy', 'three_kingdoms', 'play', 'history', 'romance']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
391,Strategic Gameplay,"Great game.
DLCs suck tho, you gotta pay for blood and dismemberment.
Other than that? Great game.

9/10",0.828299999,"['dlcs', 'suck', 'tho', 'pay_blood', 'dismemberment']",5,"['suck', 'dlcs', 'dismemberment', 'tho', 'pay_blood']",5,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",0
1653,Series Authenticity,"i loved the shogun and warhammer total wars, but this is the first total war game i finished.",0.832899988,"['shogun', 'warhammer', 'total_wars']",3,"['warhammer', 'total_wars', 'shogun']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3157,Series Authenticity,My initial impression of Total War: Three Kingdoms? A resounding success that runs beautifully and expands on almost every system for the better (mostly). I'll probably update this a month or two down the road. 8/10 from me.,0.392100006,"['impression', 'three_kingdoms', 'success', 'month', 'road']",5,"['success', 'impression', 'month', 'three_kingdoms', 'road']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1671,Series Authenticity,"Really fun and a massive improvement on the total war formula. I enjoy the dueling the most of the new features, but there is much more depth in this new game. The only thing I don't like is that certain diplomatic options are restricted to only specific factions, but with mods that won't be a problem in the future. I highly recommend this iteration of Total War!",0.574999988,"['massive_improvement', 'total_war_formula', 'new_features', 'depth', 'diplomatic_options', 'faction', 'mod', 'problem', 'highly_recommend', 'iteration']",10,"['depth', 'new_features', 'total_war_formula', 'faction', 'mod', 'highly_recommend', 'iteration', 'problem', 'massive_improvement', 'diplomatic_options']",10,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1441,Series Authenticity,"Awesome so far, despite some minor irritations, definitely recommended for fans of the franchise !",0.77759999,"['irritation', 'fan', 'franchise']",3,"['irritation', 'franchise', 'fan']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2557,Game Stability,"I have been a long time total war fan, but have only played Rome 1&2 before 3kingdoms, so take this review how you want.

First off i have to say i can only enjoy a game when i fully understand it and when i know everything there is to know. And with three kingdoms this is one of the difficulties that arises. There is so much to learn that learning all of it without watching tutorials and playthroughs and pressing F1 every 5 minutes is simply impossible. At the time of writing this review all of my hours played (a mere eight) have all been just straight up learning how to play and switching between characters/campains to see why i need a blue building instead of a green one.

Besides having to go through the learning process (which never really ends) you have to constantly be aware of everything and think about more than three things at a time before making a decision, the game is really heavy on thinking before you act. Maybe im just all-round describing a strategy game here in general, but it really feels like the thought process and mind game in total war three kingdom plays a much much bigger role than it has before (again, i only played rome 1&2).

At this moment you are probably waiting for the part where i say why i still think it is a great game and deserves a thumbs up, but then you would be wrong because i already have. The thing i like MOST about 3kingdoms is that you have to think about every little detail if you want to win. This makes it so much more rewarding to win a battle or a campaign even, than in Rome 1&2 where if wanted to be sure you were going to win, you'd just spam out two full armies with legionaries. 

Behind this story of improvement is a rework/improvement of almost every mechanic in the game and it is great. It is just good. Everything works. If something is wrong with the game, it's probably your pc and not the game.

The only thing i don't like about the game is that i cant move around the map by holding right click en moving my mouse.",0.660300016,"['long_time', 'fan', 'rome', '3kingdom', 'review', 'three_kingdoms', 'difficulty', 'tutorial', 'playthrough', 'f1', 'minute', 'time_writing', 'review', 'hour', 'learning', 'play', 'switching', 'characterscampain', 'learning', 'process', 'decision', 'thinking', 'act', 'strategy', 'process', 'mind', 'three_kingdom', 'role', 'rome', 'moment', 'thumb', '3kingdom', 'win', 'win', 'battle', 'campaign', 'rome', 'spam', 'army', 'legionary', 'story', 'improvement', 'reworkimprovement', 'mechanic', 'map', 'click', 'mouse']",47,"['long_time', 'role', '3kingdom', 'win', 'spam', 'strategy', 'story', 'playthrough', 'process', 'click', 'difficulty', 'thumb', 'battle', 'minute', 'thinking', 'f1', 'decision', 'three_kingdom', 'three_kingdoms', 'mouse', 'act', 'reworkimprovement', 'characterscampain', 'tutorial', 'mechanic', 'legionary', 'switching', 'campaign', 'fan', 'time_writing', 'learning', 'mind', 'rome', 'improvement', 'review', 'army', 'moment', 'hour', 'play', 'map']",40,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
439,Series Authenticity,love it it is extremely entertaining and i am si glad they waited this long.,0.332800001,['si'],1,['si'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3369,Series Authenticity,"I tend to anticipate that a new historical Total War game comes out to a somewhat lackluster impact since Rome 2. Launch optimization tends to be bad, content tends to feel a little bare, and while the game is fun it usually takes a few months (and maybe a few mods) to really feel the Total War joy.

However, just as an empire long united must divide, a trend long standing must be broken. Total War: Three Kingdoms may be among the best optimized launches I have seen in the last few years. The refreshing of mechanics keeps gameplay fresh, rewarding, and exciting. The gameplay pace is taking me a while to figure out, but this has kept me engaged as I find myself contending with the chaos of a China at war.

Graphically, the game is superb, and runs far better on my machine than prior TW titles despite the notable graphical enhancements. This also has an impact on the weight of battles: with the new extreme unit size and tracking of commandery populations, war's cost is notably tangible. Both Romance mode and Records mode provide a fun, engaging experience, although Records would be the flavor of choice for the more traditional Total War enthusiast.

This has been a great step in the right direction for the franchise, in technical fidelity and in expansion of gameplay systems.",0.849600017,"['impact', 'rome_two', 'launch', 'optimization', 'content', 'fun', 'month', 'mod', 'joy', 'empire', 'divide', 'trend', 'three_kingdoms', 'launch', 'year', 'mechanic', 'gameplay', 'pace', 'figure', 'chaos', 'china', 'war', 'machine', 'tw_titles', 'enhancement', 'impact', 'weight', 'battle', 'extreme_unit_size', 'commandery', 'population', 'war', 'romance_mode', 'records_mode', 'fun', 'experience', 'record', 'flavor', 'choice', 'traditional_total_war', 'enthusiast', 'step_right_direction', 'fidelity', 'expansion', 'gameplay']",45,"['weight', 'romance_mode', 'expansion', 'impact', 'fun', 'trend', 'optimization', 'month', 'chaos', 'year', 'tw_titles', 'gameplay', 'pace', 'record', 'battle', 'launch', 'divide', 'commandery', 'three_kingdoms', 'flavor', 'rome_two', 'traditional_total_war', 'mechanic', 'extreme_unit_size', 'enhancement', 'step_right_direction', 'figure', 'choice', 'fidelity', 'enthusiast', 'war', 'china', 'content', 'mod', 'empire', 'population', 'joy', 'experience', 'records_mode', 'machine']",40,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2615,Series Authenticity,I'm new to series but I am already so happy I brought this game. It's gameplay is so amazing and addictive. The game also runs like a dream considering all the action which happens on the screen. New fan of the series right here for sure.,0.914900005,"['series', 'gameplay', 'runs_dream', 'action', 'screen', 'fan', 'series']",7,"['runs_dream', 'screen', 'series', 'fan', 'action', 'gameplay']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
165,Series Authenticity,In my opinion it's the best Total War to come out in years,0.831499994,"['opinion', 'best_total_war', 'come', 'year']",4,"['opinion', 'year', 'best_total_war', 'come']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1625,Series Authenticity,"The game doesn't deviate from the standard Total War formula and adds some new features, like family and new kind of army management. The turns are also way faster than in other TW games.",0.592499971,"['total_war_formula', 'new_features', 'family', 'army', 'management', 'way', 'tw_games']",7,"['family', 'way', 'army', 'new_features', 'total_war_formula', 'tw_games', 'management']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1355,Series Authenticity,Great game whitch is worth the money .,0.666400015,['worth_money'],1,['worth_money'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
274,Series Authenticity,Very interesting new style of total war. You can also disable Romance mode if you prefer the classic type. Blood and gore adds a lot to battles but should be free in my opinion.,0.732200027,"['style', 'disable', 'romance_mode', 'type', 'blood_gore', 'battle', 'opinion']",7,"['type', 'battle', 'style', 'romance_mode', 'opinion', 'blood_gore', 'disable']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1353,Series Authenticity,"Highly recommend; easily the nest Total War in my opinion, outside of possibly Rome 1, but even then I'd still hand it too 3K, most likely",0.832899988,"['highly_recommend', 'opinion', 'hand']",3,"['opinion', 'hand', 'highly_recommend']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2375,Tactical Gameplay,"4 campaigns completed in game and to be honest i cant get enough.                                                                                                                                          


Pros.
+ Fantastic battles.
+ Amazing graphics.
+ Smooth running Game.
+ immersion.
+ Diplomacy that works and feels real.
+ Rpg elements with heroes.
+ Ui, tech tree, buildings, heroes, built around the era and culture.
+ Basic family tree. (great starting point)
+ Strong early and mid game and an alright end game.
+ Yellow turbans <3.


Cons
- Family tree is a little basic needs deeper mechanics and tracking.
- Individual factions need more unique mechanics to differentiate in campaign and more unique units overall.
- Creation of children in game is picky and currently has some flaws. 
- Overall just more polish. ( no game is perfect)
- Deserted areas of the map need factions asap.
- End game lacking a rewarding feeling of truly creating a dynasty.

I firmly believe future updates and dlc will fix all cons and add to all the pros.

Recommended 10/10.
",0.633700013,"['campaign', 'pro', 'battle', 'amazing_graphics', 'immersion', 'diplomacy_works', 'rpg_elements', 'hero', 'tech_tree', 'building', 'hero', 'era', 'culture', 'family_tree', 'starting', 'point', 'end', 'yellow_turbans', 'family_tree', 'need', 'mechanic', 'faction', 'unique_mechanics', 'campaign', 'unique_units', 'creation', 'child', 'area', 'faction', 'feeling', 'dynasty', 'update', 'fix', 'pro']",34,"['family_tree', 'dynasty', 'update', 'starting', 'diplomacy_works', 'battle', 'amazing_graphics', 'pro', 'rpg_elements', 'faction', 'creation', 'hero', 'need', 'area', 'tech_tree', 'mechanic', 'campaign', 'immersion', 'point', 'building', 'end', 'unique_mechanics', 'era', 'feeling', 'unique_units', 'yellow_turbans', 'child', 'fix', 'culture']",29,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
2739,Series Authenticity,"An incredible return to the historical roots of the series. The revamped diplomatic system presents players to explore other play-styles beyond your typical full-stack armies hopping from one enemy province to the next. Coalitions are encouraged, if not always a necessity, and the introduction of multiple trade-able is a welcome addition to help mix things up from previous titles. Want to stockpile food to sell to the rest of China at an inflated price? You now can!

I didn't think I would enjoy Romance mode, as I wasn't a fan of Warhammer and it's powerful generals, magic, monsters etc. But I'm happy to say that I love it and the heroes/characters. Racking up several hundred kills with a general can be very rewarding but with a risk - they are not indestructible. I have lost a number of powerful and significant characters as I was too busy micro-managing cavalry elsewhere on the map. Read beware: if you're not careful, you characters will die.

I suppose that is a bit of a statement about the era. A tumultuous time where any slight mistake can have disastrous consequences and it is that raising of the stakes that makes the game so much more enjoyable and re-playable. I had no prior interest in the Ancient China but - as is the way with Total War games - I have now done bits of reading here and there to learn about the period and the main players involved. Fascinating stuff.

Ultimately, this is by far my favourite of the series to date. Shogun II sat atop that throne and I honestly was not expecting it to be usurped by 3K. I was wrong. The king is dead; long live the king.

",0.477299988,"['return', 'root', 'series', 'present', 'player', 'playstyle', 'fullstack', 'enemy', 'province', 'coalition', 'necessity', 'introduction', 'addition', 'previous_titles', 'stockpile', 'food', 'sell', 'rest', 'china', 'price', 'romance_mode', 'fan', 'general', 'monster', 'love', 'heroescharacter', 'risk', 'number', 'character', 'cavalry', 'map', 'beware', 'character', 'statement', 'era', 'mistake', 'consequence', 'stake', 'ancient_china', 'way', 'total_war_games', 'period', 'player', 'stuff', 'series', 'date', 'shogun_two', 'throne', 'king', 'king']",50,"['previous_titles', 'fullstack', 'stuff', 'consequence', 'way', 'stockpile', 'romance_mode', 'ancient_china', 'character', 'statement', 'sell', 'rest', 'addition', 'throne', 'stake', 'return', 'food', 'heroescharacter', 'date', 'total_war_games', 'root', 'general', 'love', 'king', 'price', 'player', 'monster', 'cavalry', 'playstyle', 'present', 'series', 'fan', 'introduction', 'number', 'enemy', 'period', 'shogun_two', 'beware', 'necessity', 'province', 'coalition', 'china', 'mistake', 'era', 'map', 'risk']",46,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2874,Characters,"The game improves on many aspects of previous Total War titles. The way the campaign map plays now feels like more than a way to get you into battles (I'm gonna trade you my sister, food and my support to your claim as emperor for these lands). I've had some issues with crashes and the multiplayer not working until I changed the download region (god knows why), but I feel like CA will address this. Whether or not the game will have the longevity of Warhammer we shall see, but personally I am not able to go back to the scuffed diplomacy of the previous titles. 

I can recommend this game to anyone interested in strategy games willing to invest the time it takes to learn.",0.287099987,"['aspect', 'previous_total_war', 'title', 'way', 'campaign_map', 'way', 'battle', 'sister', 'food', 'support', 'claim', 'emperor', 'land', 'issue', 'multiplayer', 'download', 'region', 'god', 'longevity', 'diplomacy', 'previous_titles', 'strategy_games', 'invest']",23,"['previous_titles', 'way', 'sister', 'claim', 'strategy_games', 'battle', 'land', 'campaign_map', 'multiplayer', 'food', 'support', 'diplomacy', 'issue', 'download', 'longevity', 'aspect', 'region', 'invest', 'god', 'emperor', 'title', 'previous_total_war']",22,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
1112,Game Stability,I like it and thats all that matters,0.554199994,['matter'],1,['matter'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
3549,Series Authenticity,"Been a fan of Dynasty Warriors since DW3.

Been a fan of Total War since Rome 1.

Now they've both come together and HOLY F***!

I don't think I need to buy many more games for the rest of my life. The ultimate one has arrived AND it's a bloody good Total War as well. The delay was worth it even though I hated it. 

This is just vanilla. Wait until mods come. Oh, boi!

""FEEL THE POWAAA OF MYYYYY... MAAAAGIC!""",0.595399976,"['fan', 'dynasty_warriors', 'dw3', 'fan', 'rome', 'need', 'rest', 'life', 'delay', 'vanilla', 'mod', 'powaaa', 'myyyyy']",13,"['dynasty_warriors', 'dw3', 'rome', 'myyyyy', 'rest', 'powaaa', 'mod', 'life', 'vanilla', 'fan', 'delay', 'need']",12,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3053,Series Authenticity,Like it. Love it. keep playing it. ha three things.,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3035,Series Authenticity,"Very smooth, very beautiful, every character feels unique and fun to play, Multiplayer works like a charm also. Best total war in years.",0.657700002,"['character', 'fun', 'play', 'multiplayer', 'best_total_war', 'year']",6,"['fun', 'multiplayer', 'play', 'character', 'year', 'best_total_war']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
427,Series Authenticity,As a Total War fan I'll have to say this is a must buy. Further improvement could be adding more historical characters and portraits of them. The japanese company Koei does a good job. Just learn from them.,0.747200012,"['fan', 'improvement', 'character', 'portrait', 'company', 'job']",6,"['job', 'company', 'fan', 'portrait', 'character', 'improvement']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2796,Series Authenticity,"Wonderful! Played all weekend and managed to declare myself the Emperor. Took a long while but it was so much damn fun with so many plot twists in between. The AI is wonderful and the amount of options just great - like CIV. You can be a diplomat or conqueror I love it, best TW game to date. Now we are waiting for new version of Empire or Medieval ;)",0.823199987,"['weekend', 'emperor', 'plot', 'twist', 'option', 'civ', 'diplomat', 'conqueror', 'love', 'best_tw', 'date', 'version', 'empire']",13,"['twist', 'best_tw', 'emperor', 'civ', 'empire', 'weekend', 'option', 'plot', 'conqueror', 'date', 'version', 'diplomat', 'love']",13,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
428,Game Stability,"great game, if you could play it. I have tried every fix on youtube and the internet and no matter what i do the game continues to crash, i have used it on multiple devices and it continues to crash, if they fix it it will be a great game, but until then i wouldnt waster your money",0.900200009,"['play', 'fix', 'youtube', 'internet', 'matter', 'crash', 'device', 'crash', 'fix', 'money']",10,"['money', 'crash', 'matter', 'youtube', 'device', 'play', 'internet', 'fix']",8,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
1762,Game Stability,"Been playing this with one of my best friends, and so far it is a lot of fun. Great graphics, beautiful music, engaging battles. You might want to wait for it to go on sale or get a bit cheaper, but definitely a lot of fun.",0.746399999,"['one_best', 'friend', 'graphic', 'music', 'battle', 'wait_sale']",6,"['battle', 'wait_sale', 'graphic', 'one_best', 'friend', 'music']",6,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
1038,Series Authenticity,Probably the most polished and stable Total War on release. The Diplomacy system is actually useful and fun to toy around with and the battles are smooth and fun. Really if  you like Total War or are interested in the time period it's great.,0.903900027,"['release', 'diplomacy_actually', 'fun', 'toy', 'battle', 'fun', 'time_period']",7,"['battle', 'diplomacy_actually', 'fun', 'release', 'time_period', 'toy']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2071,Series Authenticity,"Oh-oh-oh-ohhhhhhhh Everybody was Kung Fu fighting, those cats were fast
as lightning
In fact it was a little bit frightening, but they
fought with expert timing
There were funky China men from funky Chinatown
They were trapping bend up, they were trapping bend
down
It's an ancient Chinese art, and everybody knew their
part
For my friend, ain't you a stiff, then I'm kickin'
from the hip
Everybody was Kung Fu fighting, those kids were fast
as lightning
In fact it was a little bit frightening, but they
fought with expert timing
There was funky Billy Jim and little Sammy John He
said, here comes the big boss, let's get it on
He took the bow and made a stand, started swaying with
the hand
A sudden motion made me stiff, now we're into a
brandnew trip
Everybody was Kung Fu fighting, those kids were fast
as lightning
In fact it was a little bit frightening, but they did
it with expert timing
Everybody was Kung Fu fighting, those kids were fast
as lightning
In fact it was a little bit frightening, make sure
you have expert timing
Kung Fu fighting, had to be fast as lightning...",0.847899973,"['everybody', 'kung_fu', 'cat', 'lightning', 'fact', 'little_bit', 'expert', 'funky', 'china', 'man', 'funky', 'bend', 'trapping', 'bend', 'ancient_chinese', 'art', 'everybody', 'friend', 'kickin', 'hip', 'everybody', 'kung_fu', 'kid', 'lightning', 'fact', 'little_bit', 'expert', 'funky', 'sammy', 'boss', 'bow', 'hand', 'motion', 'trip', 'everybody', 'kung_fu', 'kid', 'lightning', 'fact', 'little_bit', 'expert', 'everybody', 'kung_fu', 'kid', 'lightning', 'fact', 'little_bit', 'expert', 'timing', 'kung_fu', 'lightning']",51,"['timing', 'motion', 'expert', 'trapping', 'hand', 'little_bit', 'kid', 'ancient_chinese', 'friend', 'trip', 'lightning', 'boss', 'fact', 'sammy', 'bow', 'hip', 'kung_fu', 'kickin', 'cat', 'everybody', 'china', 'art', 'man', 'bend', 'funky']",25,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1106,Series Authenticity,"If you love the story to dynasty warriors, you will love the story arc to this game.
Love the total war series and i'm really happy we've gone to china.
There are down sizes to the op characters that can smash e.g lu bu but i'm sure they will fix these problems with patches.

Definitely worth paying full price for and definitely a steal on sale.
",0.66109997,"['love', 'story', 'dynasty_warriors', 'story', 'arc', 'love', 'total_war_series', 'china', 'character', 'lu_bu', 'problem', 'definitely_worth', 'price', 'sale']",14,"['dynasty_warriors', 'total_war_series', 'sale', 'price', 'china', 'definitely_worth', 'lu_bu', 'story', 'arc', 'character', 'problem', 'love']",12,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
